PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1633175,"Foderaro, Antonella, 0000-0003-4828-9934, (Högskolan i Borås, Sweden);Gunnarsson Lorentzen, David, 0000-0003-0659-4754, (Högskolan i Borås, Sweden)",Argumentative practices and patterns in debating climate change on Twitter,Artikel i tidskrift,Refereegranskat,eng,Aslib Journal of Information Management,2050-3806,2050-3814,published,75,1,,131,148,2023,,,,Emerald Group Publishing Limited,,,,,,,10.1108/AJIM-06-2021-0164,"7,51E+11",,2-s2.0-85124220002,urn:nbn:se:hb:diva-27401,,,Argumentation practices;Argumentation patterns;Argumentation theory;Linking practices;Climate change;Twitter conversations,Data- och informationsvetenskap (102),Library and Information Science,,,"<p><strong>Purpose: </strong>The purpose of this paper is to investigate practices of argumentation on Twitter discussions about climate change.</p><p><strong>Design/methodology/approach: </strong>Conversational threads were collected from the Twitter API. Fundamental concepts from argumentation theory and linking practices were operationalised through a coding schema for content analysis. Tweets were analysed in the context of the discussions and coded according to their argumentative approach, interaction type and argumentation stage. Linked and embedded sources were analysed in order to find how they were used in arguments, the plausibility and soundness of the message, the consistency and trustworthiness of the linked source and its adequacy with the target audience.</p><p><strong>Findings:</strong> Among the interactions between arguers, this study found five typical practices and several patterns involving the dynamics of the conversations, the strategy of the argumentation and the linking practices. Although the rhetorical approach was prominent, the agreement was rarely achieved. The arguers used a variety of sources to justify or support their positions, often embedding non-textual content. These linking practices, together with the strategy adopted and the topics discussed, suggest the involvement of a multiple audience engaged in discussing ad lib scientific artefacts, topics and outputs.</p><p><strong>Originality/value: </strong>While Twitter has been the focus for many research papers, the conversational threads have been given little attention so far. With the Twitter API making conversations more accessible for research, this paper does not only give insight into multiple audience group argumentation dynamics but also provides a method to study the conversations from an argumentation theory perspective.</p>",,,,,,,,,,,,,2022-01-28,2022-01-28,2024-01-16,https://hb.diva-portal.org/smash/get/diva2:1633175/FULLTEXT01.pdf,"EU, Horisont 2020 [770531]",1,,deprecated,,,,,,TRUE,TRUE,,"Gunnarsson Lorentzen, David [dgu] [0000-0003-0659-4754] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])"
1712894,"Frostlund, Jörgen, , (Högskolan i Borås, Sweden);Nordgren, Pia M., , (Högskolan i Borås, Sweden)",Evidence-based teaching in Swedish compulsory schools for pupils with intellectual disabilities,Artikel i tidskrift,Refereegranskat,eng,Journal of Interactional Research in Communication Disorders,,,published,14,1,,154,188,2023,,,,Equinox Publishing Ltd.,,,,,https://journal.equinoxpub.com/JIRCD/article/view/23205,,10.1558/jircd.23205,"9,50E+11",,2-s2.0-85142187000,urn:nbn:se:hb:diva-28961,,,evidence-based teaching;compulsory schools;intellectual disabilities;professional development;special didactics;interaction;learning,Didaktik (50302);Pedagogik (50301),Teacher Education and Education Work,,,"<p><strong>Background:</strong> This study aims to identify the evidence-based teaching programs regarding communication and interaction that underpin Swedish compulsory schools for pupils with intellectual disabilities (ID).</p><p><strong>Method:</strong> This quantitative census survey fills a gap in the existing research literature, in that all qualified teachers in the schools report on the use of evidence-based teaching programs regarding communication and interaction for pupils with ID.</p><p><strong>Results:</strong> Only a small proportion of the teachers received any formal teacher training on evidence-based teaching programs or participated in any continuing professional development (CPD) on these programs. We also evidenced a teaching gap among Swedish special schools, as commonly used teaching programs differ within Swedish compulsory schools for pupils with ID. In addition, some commonly used teaching programs do not always promote interaction and learning for pupils.</p><p><strong>Discussion/conclusion</strong>: The teaching profession is in need of scientific guidance, in order to create evidence-based teaching practice for pupils with ID, which should be a focus of future studies.</p>",,,,,,,,,,,,,2022-11-23,2022-11-23,2024-02-01,,,2,,deprecated,,,,,,TRUE,,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1686931,"Green, Leon, 0000-0002-3328-3655, (University of Gothenburg, Sweden)(University of Gothenburg, Sweden);Faust, Ellika, 0000-0001-9823-9703, (University of Gothenburg, Sweden);Hinchcliffe, James, 0000-0003-0165-0462, (University of Gothenburg, Sweden);Brijs, Jeroen, 0000-0002-3671-5038, (University of Gothenburg, Sweden)(University of Hawai'i, United States);Holmes, Andrew, , (University of Gothenburg, Sweden);Englund Örn, Felix, , (University of Gothenburg, Sweden);Svensson, Ola, 0000-0003-3752-3131, (Högskolan i Borås, Sweden);Roques, Jonathan A. C., 0000-0002-9971-5975, (University of Gothenburg, Sweden);Leder, Erica H., 0000-0002-7160-2290, (University of Gothenburg, Sweden)(Natural History Museum University of Oslo, Norway);Sandblom, Erik, 0000-0002-2228-242X, (University of Gothenburg, Sweden);Kvarnemo, Charlotta, 0000-0001-8983-2900, (University of Gothenburg, Sweden)",Invader at the edge — Genomic origins and physiological differences of round gobies across a steep urban salinity gradient,Artikel i tidskrift,Refereegranskat,eng,Evolutionary Applications,,1752-4571,published,16,2,,321,337,2023,,,,,,,,,,,10.1111/eva.13437,"8,26E+11",,2-s2.0-85134021622,urn:nbn:se:hb:diva-28357,,,biological invasions;euryhalinity;exotic species;osmoregulation;phenotypic sorting;seascape genomics,Fisk- och akvakulturforskning (40107);Ekologi (10611);Evolutionsbiologi (10615),Teacher Education and Education Work,,"<p>Synthesis of these data by LG was funded by the Swedish Environmental Protection Agency and the Swedish Research Council Formas (grant no. 2020-00055), the Linnaeus Centre for Marine Evolutionary Biology (CeMEB) and the Swedish Research Council (621-2011- 4004 and 621-2016- 0334 to CK). EF was funded by the Swedish Research Council FORMAS, by the EU Interreg projects MarGen and MarGenII and by the Linnaeus Centre for Marine Evolutionary Biology (CeMEB). This work was conducted within the Linnaeus Centre for Marine Evolutionary Biology, University of Gothenburg (http://www.cemeb.scien ce.gu.se/).</p>","<p>Species invasions are a global problem of increasing concern, especially in highly connected aquatic environments. Despite this, salinity conditions can pose physiological barriers to their spread, and understanding them is important for management. In Scandinavia's largest cargo port, the invasive round goby (Neogobius melanostomus) is established across a steep salinity gradient. We used 12,937 SNPs to identify the genetic origin and diversity of three sites along the salinity gradient and round goby from western, central and northern Baltic Sea, as well as north European rivers. Fish from two sites from the extreme ends of the gradient were also acclimated to freshwater and seawater, and tested for respiratory and osmoregulatory physiology. Fish from the high-salinity environment in the outer port showed higher genetic diversity, and closer relatedness to the other regions, compared to fish from lower salinity upstream the river. Fish from the high-salinity site also had higher maximum metabolic rate, fewer blood cells and lower blood Ca2+. Despite these genotypic and phenotypic differences, salinity acclimation affected fish from both sites in the same way: seawater increased the blood osmolality and Na+ levels, and freshwater increased the levels of the stress hormone cortisol. Our results show genotypic and phenotypic differences over short spatial scales across this steep salinity gradient. These patterns of the physiologically robust round goby are likely driven by multiple introductions into the high-salinity site, and a process of sorting, likely based on behaviour or selection, along the gradient. This euryhaline fish risks spreading from this area, and seascape genomics and phenotypic characterization can inform management strategies even within an area as small as a coastal harbour inlet. </p>",,,,,,,,,,,,,2022-08-12,2022-08-12,2024-01-16,https://hb.diva-portal.org/smash/get/diva2:1686931/FULLTEXT01.pdf,Forskningsrådet Formas;Vetenskapsrådet [621-2011-4004];Vetenskapsrådet [621-2016-0334],11,,deprecated,,,,,,TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1702623,"Gustafsson, Tanja, 000-0002-8379-7910, (Högskolan i Borås, Sweden);Johansson Sundler, Annelie, 0000-0002-9194-3244, (Högskolan i Borås, Sweden);Hedén, Lena, 0000-0001-7067-2687, (Högskolan i Borås, Sweden);Lindberg, Elisabeth, 0000-0001-7488-4038, (Högskolan i Borås, Sweden);Maurin Söderholm, Hanna, 0000-0003-0279-8987, (Högskolan i Borås, Sweden)",Communication in home care—A feasibility study of an educational intervention in self‐efficacy and job satisfaction,Artikel i tidskrift,Refereegranskat,eng,Nursing Open,,2054-1058,published,10,3,,1375,1382,2023,,,,John Wiley & Sons,,,,,,,10.1002/nop2.1387,"8,60E+11",,2-s2.0-85138725712,urn:nbn:se:hb:diva-28722,,,communication;evaluation;feasibility;home care;intervention;job satisfaction;self-efficacy,Didaktik (50302),The Human Perspective in Care,,<p><strong>Forskningsfinansering:</strong> Agneta Prytz-Folkes och Gösta Folkes Stiftelse</p>,"<p><strong>Aim</strong></p><p>To explore the feasibility of evaluating a novel educational intervention on person-centered communication for nursing assistants (NAs) in home care.</p><p><strong>Design</strong></p><p>A feasibility study with pre- and post-assessments.</p><p><strong>Methods</strong></p><p>Feasibility was assessed pre- and post-intervention, including evaluation of data collection procedures, completion rates and missing data in two questionnaires: Self-efficacy Questionnaire measuring communication skills and Measure of Job Satisfaction, analysed descriptively and statistically.</p><p><strong>Results</strong></p><p>The questionnaires were feasible and acceptable for the NAs to complete and understand. The pre- and post-assessments showed 83% and 61% completion rates, respectively, and a low proportion of missing data. Barriers for not participating in data collection were stress caused by staff shortages and high workload. Preliminary analysis of the questionnaires showed no significant difference pre- and post-intervention, even though an overall tendency of increased communication self-efficacy was observed. The NAs' self-efficacy ratings also revealed a ceiling effect.</p><p> </p>",,,,,,,,,,,,,2022-10-11,2022-10-11,2023-08-24,https://hb.diva-portal.org/smash/get/diva2:1702623/FULLTEXT01.pdf,Högskolan i Borås,5,,deprecated,urn:nbn:se:hb:diva-29368,,,,,TRUE,TRUE,,
1738950,"Haider, Jutta, 0000-0002-8293-8208, (Högskolan i Borås, Sweden);Rödl, Malte, 0000-0003-4777-3134, (Swedish University of Agricultural Sciences, Sweden)",Google Search and the creation of ignorance: The case of the climate crisis,Artikel i tidskrift,Refereegranskat,eng,Big Data and Society,,2053-9517,published,10,1,,,,2023,,,,,,,,,,,10.1177/20539517231158997,"9,51E+11",,2-s2.0-85150046024,urn:nbn:se:hb:diva-29467,,,,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>The article examines the relationship between commercial search engines, using Google Search as an example, and various forms of ignorance related to climate change. It draws on concepts from the field of agnotology to explore how environmental ignorances, and specifically related to the climate crisis, are shaped at the intersection of the logics of Google Search, everyday life and civil society/politics. Ignorance refers to a multi-facetted understanding of the culturally contingent ways in which something may not be known. Two research questions are addressed: How are environmental ignorances, and in particular related to the climate crisis, shaped at the intersection of the logics of Google Search, everyday life and civil society/politics? In what ways can we conceptualise Google's role as configured into the creation of ignorances? The argument is made through four vignettes, each of which explores and illustrates how Google Search is configured into a different kind of socially produced ignorance: (1) Ignorance through information avoidance: climate anxiety; (2) Ignorance through selective choice: gaming search terms; (3) Ignorance by design: algorithmically embodied emissions; (4) Ignorance through query suggestions: directing people to data voids. The article shows that while Google Search and its underlying algorithmic and commercial logic pre-figure these ignorances, they are also co-created and co-maintained by content producers, users and other human and non-human actors, as Google Search has become integral of social practices and ideas about them. The conclusion draws attention to a new logic of ignorance that is emerging in conjunction with a new knowledge logic. </p>",,,,,,,,,,,,,2023-02-23,2023-02-23,2024-04-30,https://hb.diva-portal.org/smash/get/diva2:1738950/FULLTEXT01.pdf,Mistra - Stiftelsen för miljöstrategisk forskning [MISTRA Environmental Communication],2,,deprecated,,,,,"2,05E+14",TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1744956,"Hammarfelt, Björn, 0000-0002-1504-8395, (Högskolan i Borås, Sweden);Hallonsten, Olof, 0000-0003-4546-3562, (Lund University, Sweden)",Are evaluative bibliometrics neoliberal? A historical and theoretical problematization,Artikel i tidskrift,Refereegranskat,eng,Social Science Information,0539-0184,1461-7412,aheadofprint,,,,,,2023,,,,Sage Publications,,,,,,,10.1177/05390184231158195,"9,40E+11",,2-s2.0-85149945411,urn:nbn:se:hb:diva-29549,,,,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>In this article, we problematize the notion that the continuously growing use of bibliometric evaluation can be effectively explained by ‘neoliberal’ ideology. A prerequisite for our analysis is an understanding of neoliberalism as both denoting a more limited set of concrete principles for the organization of society (the narrow interpretation) or as a hegemonic ideology (the broad interpretation). This conceptual framework, as well as brief history of evaluative bibliometrics, provides an analytical framing for our approach, in which four national research evaluation systems are compared: Norway, Russia, Sweden, and the United Kingdom. On basis of an analysis of the rationales for implementing these systems, as well as their specific design, we discuss the existence or non-existence of neoliberal motivations and rationales. Overall, we find that a relatively homogeneous academic landscape, with a high degree of centralization and government steering, appears to be a common feature for countries implementing national evaluation systems relying on bibliometrics. Such characteristics, we argue, may not be inductively understood as neoliberal but as indications of national states displaying strong political steering of its research system. Consequently, if used without further clarification, ‘neoliberalism’ is a concept too broad and diluted to be useful when analyzing the development of research evaluation and bibliometric measures in the past half a century.</p>",,,,,,,,,,,,,2023-03-21,2023-03-21,2023-03-30,https://hb.diva-portal.org/smash/get/diva2:1744956/FULLTEXT01.pdf,,2,,deprecated,,,,,"5,39E+13",TRUE,TRUE,,
1823922,"Hammarfelt, Björn, 0000-0002-1504-8395, (Högskolan i Borås);Karlsson, Martin, 0000-0001-9354-096X, (University of Duisburg-Essen, Germany)",Nordic Academic Publishing in Health Economics,Artikel i tidskrift,Refereegranskat,eng,Nordic Journal of Health Economics,1892-9729,1892-9710,published,6,1,,59,78,2023,,,,,,,,,,,10.5617/njhe.10189,,,,urn:nbn:se:hb:diva-31105,,,health economics;bibliometrics;publishing;Nordic countries,Nationalekonomi (50201);Biblioteks- och informationsvetenskap (50805),Library and Information Science;Library and Information Science,,,"<p>We analyse how the Nordic contribution to health economics has evolved over the past three decades – in quantitative and qualitative terms. Using a dataset of publications from five prominent field journals for health economics, we combine different empirical methods to analyse the general trends in terms of number of distinct publications, topics covered, and co-authorship relationships between countries and individuals. We find that the Nordic countries are responsible for a stable share of international publications in health economics. The topics that Nordic health economists publish on are relatively similar to those most prevalent in the international community, even though health insurance is remarkably absent as a research topic in Nordic countries. In terms of links between countries and co-authors, we see that Nordic researchers are well embedded in the international community, and that the Nordic research community has moved toward less hierarchical relationships.</p>",,,,,,,,,,,,,2024-01-03,2024-01-03,2024-01-08,https://hb.diva-portal.org/smash/get/diva2:1823922/FULLTEXT01.pdf,,2,,deprecated,,,,,,TRUE,TRUE,,
1810189,"Huvila, Isto, 0000-0001-9196-2106, (Uppsala University, Sweden);Andersson, Lisa, , (Uppsala University, Sweden);Fulton, Crystal, 0000-0003-3645-0313, (University College Dublin, Ireland);Haider, Jutta, 0000-0002-8293-8208, (Högskolan i Borås, Sweden);Harviainen, J. Tuomas, 0000-0002-6085-5663, (Tampere University, Finland)",Managing Information Gaps and Non‐Information,Artikel i tidskrift,Refereegranskat,eng,Proceedings of the Association for Information Science and Technology,,2373-9231,published,60,1,,793,798,2023,,,,John Wiley & Sons,,,,,,,10.1002/pra2.863,,,2-s2.0-85174518202,urn:nbn:se:hb:diva-30716,,,information gaps;lack of information;missing information;secretive information behaviours;silences,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>While the focus of information science and technology research is in information, sometimes the lack of information, information gaps and non-information can make an equally great or even greater difference. The purpose of this panel is to nuance the understanding of the absence of information and addressing the gap in theorising, investigating and working with information gaps and ‘non-information’ across the information field. Panellists present research conceptualising, documenting, and describing information gaps and non-information and how they are dealt with in the information field specifically addressing: 1) how conceptualisations of information gaps and non-information influence how they emerge as describable entities; 2) what approaches to manage information gaps and non-information exist in information science and technology research; 3) what aspects of information gaps and non-information different approaches address, make visible and invisible; and 4) how novel insights from the current state-of-the-art research can be translated to practice, policies and actions. </p>",,,,,,,,,,,,,2023-11-07,2023-11-07,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1810189/FULLTEXT01.pdf,,5,,deprecated,,,,,,TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1787840,"Höglander, Jessica, 0000-0002-5685-8669, (Mälardalen University, Sweden);Holmström, Inger K., 0000-0002-4302-5529, (Mälardalen University, Sweden)(Uppsala University, Sweden);Gustafsson, Tanja, 000-0002-8379-7910, (Högskolan i Borås, Sweden);Lindberg, Elisabeth, 0000-0001-7488-4038, (Högskolan i Borås, Sweden);Maurin Söderholm, Hanna, 0000-0003-0279-8987, (Högskolan i Borås, Sweden);Hedén, Lena, 0000-0001-7067-2687, (Högskolan i Borås, Sweden);von Heideken Wågert, Petra, 0000-0001-6292-7010, (Mälardalen University, Sweden);Johansson Sundler, Annelie, 0000-0002-9194-3244, (Högskolan i Borås, Sweden)",Implementing A person-centred CommunicaTION (ACTION) educational intervention for in-home nursing assistants – a study protocol,Artikel i tidskrift,Refereegranskat,eng,BMC Geriatrics,,1471-2318,published,23,1,,,,2023,,,,BioMed Central (BMC),,,,,,,10.1186/s12877-023-03831-3,"9,40E+11",,2-s2.0-85148998872,urn:nbn:se:hb:diva-30273,,,Competence development;Education intervention;Home care;Nursing assistants;Older persons;Person-centred communication;Study protocol;Aged;Aged;80 and over;Case-Control Studies;Communication;Empathy;Home Care Services;Humans;article;audio recording;case control study;communication skill;controlled study;education;female;human;human experiment;interview;job satisfaction;male;multicenter study;nursing assistant;qualitative analysis;questionnaire;self concept;Sweden;interpersonal communication;very elderly,Omvårdnad (30305),The Human Perspective in Care;The Human Perspective in Care,,,"<p>Background: In this study, the focus is on how to support the competence development needed for nursing assistants in home care. Home care services for older persons can be challenging concerning the nature of the interpersonal interaction and communication needed to care for and respond to the diverse needs of older people who seek to live well in our communities. This implies a need to offer more person-centred care (PCC) to older persons. However, there is a lack of knowledge on how to develop such competence. We, therefore, developed A Person-centred CommunicaTION (ACTION) programme, which is a web-based educational intervention aimed at supporting competence development for nursing assistants. The research objective is to evaluate the ACTION programme with respect to participants’ responses to and the effect of the intervention. Methods: A multicentre case–control study with pre- and post-assessments was designed. The ACTION programme will be implemented at home care units, in two different geographic areas in Sweden. A total of 300 nursing assistants will be recruited: 150 for the intervention group and 150 for the control group. We will evaluate the impact measures and the process. Pre- and post-assessments will be performed with data collected via a) audio recordings of communication, b) a questionnaire on self-efficacy communication skills, PCC, empathy and job satisfaction, c) user data, evaluation forms, field notes and observations, and d) interviews. The data will be analysed with descriptive and analytic statistics and/or qualitative methods for meanings. Discussion: This study has the potential to contribute to the evidence supporting competence development required to offer person-centred and quality home care to older persons and to meet upcoming needs for flexible and easily accessible competence development. Trial registration: ISRCTN64890826. Registered 10 January 2022, https://www.isrctn.com/ISRCTN64890826 </p>",,,,,,,,,,,,,2023-08-15,2023-08-15,2024-07-04,https://hb.diva-portal.org/smash/get/diva2:1787840/FULLTEXT01.pdf,,8,,deprecated,,,,,112,TRUE,TRUE,,
1757895,"Johansson, Veronica, 0000-0001-5523-0282, (Högskolan i Borås, Sweden);Lindh, Maria, 0009-0009-0404-2586, (Högskolan i Borås, Sweden)",Limited knowledge and informal lobbying: internet regulation through content filters in Swedish public libraries,Artikel i tidskrift,Refereegranskat,eng,"Journal of Information, Communication and Ethics in Society",1477-996X,1758-8871,published,21,3,,243,258,2023,,,,Emerald Group Publishing Limited,,,,,,,10.1108/jices-12-2022-0105,"9,78E+11",,2-s2.0-85158826518,urn:nbn:se:hb:diva-29822,,,activity theory;public libraries;survey;intellectual freedom;content filters;internet regulation,Biblioteks- och informationsvetenskap (50805),,,,"<p>Purpose</p><p>The purpose of this paper is to describe and explore the current state of internet regulation through content filters in Swedish public libraries.</p><p>Design/methodology/approach</p><p>Data was collected through an electronic survey directed to library managers of Sweden’s 290 main municipal libraries. 164 answers were returned, yielding a 57% response rate. The analysis comprises descriptive statistics for quantitative data and an activity theory approach with focus on contradictions for qualitative counterparts.</p><p>Findings</p><p>In total, 33% of the responding libraries report having content filters; 50% have not; and a surprising 18% do not know. There is a strong correlation between internet misuse and positive attitudes towards filters, and, reversely, between lack of misuse and lack of active stances concerning filters. Rather than seeing this as weakness, the authors suggest that there is strength in a context-bound flexibility open to practical experience and weighting of values, ethics, legislation and local circumstances. More troublesome indications concern the high deferral of decision-making to local authorities (municipalities) whereby libraries are left with limited insight and influence.</p><p>Research limitations/implications</p><p>The situation calls for professional organisations to address political mandate questions, and educational programs to strengthen future information professionals’ knowledge of IT in general; filter issues in specific; and local authority decision-making. The study highlights the need of adequate information professional competences and mandates to decide on and oversee internet regulation.</p><p>Originality/value</p><p>To the best of the authors’ knowledge, this is the first internationally published study on content filters in Swedish public libraries.</p><p> </p>",,,,,,,,,,,,,2023-05-19,2023-05-19,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1757895/FULLTEXT01.pdf,,2,,deprecated,,,,,,TRUE,TRUE,,
1825703,"Klaar, Susanne, 0000-0003-3606-9379, (Högskolan i Borås, Sweden)",Personformerande undervisning i förskolan : att skapa en identitet och att bli ett subjekt,Artikel i tidskrift,Refereegranskat,swe,Paideia,1904-9633,,published,25,,,37,48,2023,,,,,,,,,,,,,,,urn:nbn:se:hb:diva-31154,,,,Pedagogik (50301),Teacher Education and Education Work,,,,,,,,,,,,,,,,2024-01-10,2024-01-10,2024-01-13,,,1,,deprecated,,,,,,TRUE,,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1686935,"Kvarnemo, Charlotta, 0000-0001-8983-2900, (University of Gothenburg, Sweden);Green, Leon, 0000-0002-3328-3655, (University of Gothenburg, Sweden);Svensson, Ola, 0000-0003-3752-3131, (Högskolan i Borås, Sweden)(University of Gothenburg, Sweden);Lindström, Kai, 0000-0002-8356-5538, (Åbo Akademi University, Finland);Schöld, Sofie, 0000-0001-5108-0926, (University of Gothenburg, Sweden)(Swedish Meteorological and Hydrological Institute, Sweden);Griful‐Dones, Martina, 0000-0001-9464-9764, (University of Gothenburg, Sweden)(University of Barcelona, Spain);Havenhand, Jonathan N, 0000-0001-6721-7763, (University of Gothenburg, Sweden);Leder, Erica H, 0000-0002-7160-2290, (University of Gothenburg, Sweden)(University of Turku, Finland)(Natural History Museum University of Oslo, Norway)","Molecular, behavioural and morphological comparisons of sperm adaptations in a fish with alternative reproductive tactics",Artikel i tidskrift,Refereegranskat,eng,Evolutionary Applications,,1752-4571,published,16,2,,338,353,2023,,,,John Wiley & Sons,,,,,,,10.1111/eva.13438,"8,20E+11",,2-s2.0-85133159862,urn:nbn:se:hb:diva-28358,,,accessory glands;gene expression;Gobiidae;mucins;sexual selection;sperm competition;sperm performance;spermatozoa,Evolutionsbiologi (10615),Teacher Education and Education Work,,"<p>This study was performed within the Centre for Marine Evolutionary Biology, CeMEB, at the University of Gothenburg (https://www. gu.se/en/cemeb -marin e-evolu tiona ry-biology), supported by a Linnaeus-grant from the Swedish Research Councils VR and Formas (grant nr 217-2008- 1719). The resources created by the Infrastructure for MArine Genetic model Organisms, IMAGO (https://www.gu.se/ en/cemeb-marine-evolu tionary-biology/imago) were especially important. Additional funding was given by the Swedish Research Council VR (CK, 2016-03343 and 621-2011- 4004), the Academy of Finland (EL, grant nr 136464) and the ASSEMBLE programme (KL and EL).</p>","<p>In species with alternative reproductive tactics, there is much empirical support that parasitically spawning males have larger testes and greater sperm numbers as an evolved response to a higher degree of sperm competition, but support for higher sperm performance (motility, longevity and speed) by such males is inconsistent. We used the sand goby (<em>Pomatoschistus minutus</em>) to test whether sperm performance differed between breeding-coloured males (small testes, large mucus-filled sperm-duct glands; build nests lined with sperm-containing mucus, provide care) and parasitic sneaker-morph males (no breeding colouration, large testes, rudimentary sperm-duct glands; no nest, no care). We compared motility (per cent motile sperm), velocity, longevity of sperm, gene expression of testes and sperm morphometrics between the two morphs. We also tested if sperm-duct gland contents affected sperm performance. We found a clear difference in gene expression of testes between the male morphs with 109 transcripts differentially expressed between the morphs. Notably, several mucin genes were upregulated in breeding-coloured males and two ATP-related genes were upregulated in sneaker-morph males. There was a partial evidence of higher sperm velocity in sneaker-morph males, but no difference in sperm motility. Presence of sperm-duct gland contents significantly increased sperm velocity, and nonsignificantly tended to increase sperm motility, but equally so for the two morphs. The sand goby has remarkably long-lived sperm, with only small or no decline in motility and velocity over time (5 min vs. 22 h), but again, this was equally true for both morphs. Sperm length (head, flagella, total and flagella-to-head ratio) did not differ between morphs and did not correlate with sperm velocity for either morph. Thus, other than a clear difference in testes gene expression, we found only modest differences between the two male morphs, confirming previous findings that increased sperm performance as an adaptation to sperm competition is not a primary target of evolution. </p>",,,,,,,,,,,,,2022-08-12,2022-08-12,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1686935/FULLTEXT01.pdf,Finlands Akademi [136464];Forskningsrådet Formas [217-2008-1719];Vetenskapsrådet [2016-03343];Vetenskapsrådet [621-2011-4004],8,,deprecated,,,,,,TRUE,TRUE,,
1745246,"Lindsköld, Linnéa, 0000-0002-6482-731X, (Högskolan i Borås, Sweden);Hedemark, Åse,0000-0001-5290-3808, (Uppsala University, Sweden)","Changes in the governance of the reading subject : Swedish reading policy, <em>c</em>.1949–1984",Artikel i tidskrift,Refereegranskat,eng,The International Journal of Cultural Policy,1028-6632,1477-2833,published,,,,1,15,2023,,,,,,,,,,,10.1080/10286632.2023.2187052,"9,46E+11",,2-s2.0-85150523377,urn:nbn:se:hb:diva-29557,,,Reading policy;policy analysis;Sweden;historical analysis;policy change,Biblioteks- och informationsvetenskap (50805),Library and Information Science,Att skapa den läsande medborgaren. Offentlig debatt och politik 1945-2017,,"<p>This paper analyses significant changes in the political rationality underpinning Sweden’s official reading policy between the 1940s and 1980s. Using official inquiry reports as empirical material and drawing on a discourse analytical method, we examine policy changes regarding ideal readers (what reading should result in) and administrative practices (what policy actions could be used) and the kinds of academic knowledge that was used to justify specific measures. It is found that official reading policy ceased to be limited to distributing literature and expanded to include active reading promotion. The replacement of sociological perspectives by cognitive viewpoints as constituting knowledge is also noted. It is concluded that changes in the political rationality had consequences for how the individual reader was construed, from a subject with the potential to change society to a subject who had to adjust to society. We argue that the cultivation of readers evident in reading policy constitutes a specific technique of governance not sufficiently considered in previous cultural policy research.</p>",,,,,,,,,,,,,2023-03-22,2023-03-22,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1745246/FULLTEXT01.pdf,Vetenskapsrådet [2017-01542],2,,deprecated,,,,,,TRUE,TRUE,,
