PID;Name;Title;PublicationType;ContentType;Language;Journal;JournalISSN;JournalEISSN;Status;Volume;Issue;HostPublication;StartPage;EndPage;Year;Edition;Pages;City;Publisher;Series;SeriesISSN;SeriesEISSN;ISBN;Urls;ISRN;DOI;ISI;PMID;ScopusId;NBN;LocalId;ArchiveNumber;Keywords;Categories;ResearchSubjects;Projects;Notes;Abstract;Opponents;Supervisors;Examiners;Patent;ThesisLevel;Credits;Programme;Subject;Uppsok;DefencePlace;DefenceLanguage;DefenceDate;CreatedDate;PublicationDate;LastUpdated;FullTextLink;Funder;NumberOfAuthors;ExternalCooperation;FridaLevel;PartOfThesis;PublicationSubtype;Conference;Term;ArticleId;Reviewed;FreeFulltext;SustainableDevelopment;Contributor
1826724;Mahon, Kathleen [khma] [0000-0002-8945-2235] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (University of Queensland, Australia) (HUPP);Doctoral supervision as and for praxis;Artikel i tidskrift;Refereegranskat;eng;Journal of Praxis in Higher Education;;2003-3605;published;5;2;;118;139;2023;;;;;;;;;;;10.47989/kpdc318;;;;urn:nbn:se:hb:diva-31297;;;"praxis;PhD supervision;doctoral supervision;supervisor becoming";Pedagogiskt arbete (50304);Teacher Education and Education Work;;;<p>In this paper, the author revisits empirical material generated in her PhD research in light of (a) her recent experiences and conversations as course coordinator of the supervision course at the centre of the Special Issue, and (b) current supervision practice. Part of her PhD research included examination of her own supervisors’ pedagogical praxis while they were supervising her doctorate. This examination occurred, rather uniquely, in dialogue with her supervisors in supervision meetings and interviews, and also through analysis of reflective notes made about her experiences of being supervised during the PhD. At the end of the paper, the author relates the findings of her retrospective analysis to her own being, becoming, and praxis as a supervisor and academic developer involved with the professional learning of supervisors. The discussion builds on current doctoral education and higher education praxis literature by highlighting, among other things, the role of supervision experiences—as both supervisor and supervisee—in supervisor becoming, and how, supervision practice as praxis can be both enacted and nurtured within a supervision team.</p>;;;;;;;;;;;;;2024-01-12;2024-01-12;2024-01-18;https://hb.diva-portal.org/smash/get/diva2:1826724/FULLTEXT01.pdf;;1;;deprecated;;;;;;TRUE;TRUE;;
1788992;"da Silva, Madalena [0000-0002-8886-2822] (Universidade do Planalto Catarinense no Programa de Pós);Bonin, Joel Cezar [0000-0003-0437-7609] (SC), e da UNIARP (Universidade Alto Vale do Rio do Peixe).);Garrote Jurado, Ramón [RAG] [0000-0002-3971-9894] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])";Elementos da cultura digital para o ensino de filosofia no Ensino Médio: o que dizem as pesquisas? : Elements Of Digital Culture For Teaching Philosophy In Highschool: What Does The Research Say?;Artikel i tidskrift;Refereegranskat;por;Educação em Análise;24480320;2448-0320;published;8;1;;;;2023;;;;;;;;;;;10.5433/1984-7939.2023v8n1p62;;;;urn:nbn:se:hb:diva-30347;;;Philosophy Digital Culture High School Digital Technologies;Pedagogiskt arbete (50304);Library and Information Science;;;"<p>Digital culture refers to the practices, habits, and values that emerge from people'sinteractions with digital technologies, such as the Internet, social networks, and mobile apps,among others. In the curriculum of basic education, it is necessary to work with elements of DigitalCulture so that students can exercise digital citizenship in a critical and reflective way. However,research indicates that teachers, many of them digital immigrants, do not have appropriateresources from the Digital Culture to teach their classes while students, digital natives, observe theidiosyncratic logic and dynamics of school with their reality and notice a great mismatch. Based onthis context, the question is: what are the elements of digital culture that contribute to the reflectionand criticality of students in the teaching of Philosophy in high school? The aim of this text is tohighlight the resources of digital culture that contribute to the reflection and criticality of studentsin the teaching of Philosophy in high school. The methodology is a qualitative bibliographicapproach. As a result, it was observed, in existing research, that the digital resources adopted inpedagogical practices contribute to the teaching of Philosophy and that, depen ding on the resourceused, they allow: illustrating philosophical concepts and theories in a concrete way; stimulatephilosophical and critical reflection; develop critical skills; stimulate debate; share ideas andopinions on philosophical topics; democra tize access to illustrative, representative and interactivephilosophical content; offer different perspectives according to the context and pedagogicalintentions.</p>;<p>A cultura digital refere se às práticas, hábitos e valores que emergem dainteração humana com as tecnologias digitais, como a internet, as redes sociais, osaplicativos móveis, entre outros. No currículo da educação básica, é necessário trabalhareleme ntos da Cultura Digital para que os estudantes possam exercer a cidadania digital deforma crítica e reflexiva. Com isso, questiona se: quais são os elementos da cultura digitalque contribuem para a reflexão e criticidade dos estudantes no ensino da Filos ofia doensino médio? O objetivo consiste em evidenciar os recursos da cultura digital quecontribuem para a reflexão e criticidade dos estudantes no ensino da Filosofia no ensinomédio. A metodologia é de abordagem qualitativa do tipo bibliográfica. Como resultados,observou se, nas pesquisas já existentes, que os recursos digitais adotados nas práticaspedagógicas contribuem para o ensino de Filosofia e que a depender do recurso utilizado,eles permitem: ilustrar conceitos e teorias filosóficas de modo co ncreto; estimular areflexão filosófica e crítica; desenvolver habilidades críticas; estimular o debate;compartilhar ideias e opiniões sobre temas filosóficos; democratizar o acesso a conteúdosfilosóficos ilustrativos, representativos e interativos; ofer ecer perspectivas diversas deacordo com o contexto e intencionalidades pedagógicas.</p>;<p>La cultura digital se refiere a las prácticas, hábitos y valores que surgen de la interacciónde las personas con las tecnologías digitales, como la internet, las redes sociales, los aplicativosmóviles, entre otros. En el plan de estudios de la educación básica, es necesario trabajar elementosde la Cultura Digital para que los estudiantes puedan ejercer la ciudadanía digital de manera crític ay reflexiva. Sin embargo, las investigaciones muestran que los profesores, muchos de ellosinmigrantes digitales, no se apropian de recursos provenientes de la Cultura Digital paraministraren sus clases mientras los estudiantes, nativos digitales, obser van la lógica y la dinámicaescolar idiosincrática con su realidad y notan un gran descompaso. Con base en ese contexto, secuestiona: ¿cuáles elementos de la cultura digital contribuyen para la reflexión y criticidad de losestudiantes en la enseñanza de Filosofía en la escuela secundaria? El objetivo de este texto esevidenciar los recursos de la cultura digital que contribuyen para la reflexión y criticidad de losestudiantes en la enseñanza de Filosofía en la escuela secundaria. La metodología es de abo rdajecualitativa de la tipología bibliográfica . Como resultado, se observó, en investigaciones existentes,que los recursos digitales adoptados en las prácticas pedagógicas contribuyen a la enseñanza de laFilosofía y que, dependiendo del recurso utilizad o, permiten: ilustrar conceptos y teorías filosóficasde forma concreta; estimular la reflexión filosófica y crítica; desarrollar habilidades críticas;estimular el debate; compartir ideas y opiniones sobre temas filosóficos; democratizar el acceso aconte nidos filosóficos ilustrativos, representativos e interactivos; ofrecen diferentes perspectivassegún el contexto y las intenciones pedagógicas.</p>";;;;;;;;;;;;;2023-08-17;2023-08-17;2024-01-18;https://hb.diva-portal.org/smash/get/diva2:1788992/FULLTEXT01.pdf;;3;;deprecated;;;;;;TRUE;TRUE;;
1795278;"Norlund, Anita [ano] [0000-0003-1681-5418] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (JEDi);Levinsson, Magnus [MALE] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (JEDi)";Ett neuropedagogiskt ideal på lärares kompetensutvecklingsmarknad. : Kännetecken, konsekvenser och kritik.;Artikel i tidskrift;Refereegranskat;swe;Nordisk Tidskrift för Allmän Didaktik;;;aheadofprint;9;1;;1;18;2023;;;;;;;;;;;10.57126/noad.2023.19543;;;;urn:nbn:se:hb:diva-30453;;;"The invoice project;Continuing professional development (CDP);Pedagogic modality;Neuroeducation";Pedagogik (50301);Teacher Education and Education Work;;;"<p>The aim of this article is to examine the increased focus on neuroeducational content in teachers’ continuing professional development (CPD) and to further explore its characteristics and consequences for teaching. The empirical material is based on 236 invoices representing CPD and other material that followed from extended studies of, primarily, identified CPD actors’ webpages. The cluster of characteristics is presented as a pedagogic modality based on concepts and phenomena from the sociologist of education Basil Bernstein; selection, organization, evaluation, classification and framing. The pedagogic modality is finally discussed, and critiqued, not least regarding its consequences for teachers and students. The overall conclusion is that a neuroeducational modality brings several potential risks, not least concerning conditions for teachers and students. </p>";;;;;;;;;;;;;2023-09-07;2023-09-07;2024-01-18;https://hb.diva-portal.org/smash/get/diva2:1795278/FULLTEXT01.pdf;;2;;deprecated;;;;;;TRUE;TRUE;;
1712894;"Frostlund, Jörgen [jrfr] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]);Nordgren, Pia M [pino] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])";Evidence-based teaching in Swedish compulsory schools for pupils with intellectual disabilities;Artikel i tidskrift;Refereegranskat;eng;Journal of Interactional Research in Communication Disorders;;;published;14;1;;154;188;2023;;;;Equinox Publishing Ltd.;;;;;https://journal.equinoxpub.com/JIRCD/article/view/23205;;10.1558/jircd.23205;000949768800006;;2-s2.0-85142187000;urn:nbn:se:hb:diva-28961;;;"evidence-based teaching;compulsory schools;intellectual disabilities;professional development;special didactics;interaction;learning";"Didaktik (50302);Pedagogik (50301)";Teacher Education and Education Work;;;<p><strong>Background:</strong> This study aims to identify the evidence-based teaching programs regarding communication and interaction that underpin Swedish compulsory schools for pupils with intellectual disabilities (ID).</p><p><strong>Method:</strong> This quantitative census survey fills a gap in the existing research literature, in that all qualified teachers in the schools report on the use of evidence-based teaching programs regarding communication and interaction for pupils with ID.</p><p><strong>Results:</strong> Only a small proportion of the teachers received any formal teacher training on evidence-based teaching programs or participated in any continuing professional development (CPD) on these programs. We also evidenced a teaching gap among Swedish special schools, as commonly used teaching programs differ within Swedish compulsory schools for pupils with ID. In addition, some commonly used teaching programs do not always promote interaction and learning for pupils.</p><p><strong>Discussion/conclusion</strong>: The teaching profession is in need of scientific guidance, in order to create evidence-based teaching practice for pupils with ID, which should be a focus of future studies.</p>;;;;;;;;;;;;;2022-11-23;2022-11-23;2024-02-01;;;2;;deprecated;;;;;;TRUE;;Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.;
1732799;Schirone, Marco [masc] [0000-0002-4166-153X] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (Department of Communication and Learning in Science, Chalmers University of Technology) (Knowledge Infrastructures (KIR));Field, Capital, and Habitus: The Impact of Pierre Bourdieu on Bibliometrics;Artikel i tidskrift;Refereegranskat;eng;Quantitative Science Studies;;2641-3337;published;;;;1;100;2023;;;;;;;;;;;10.1162/qss_a_00232;001012038100010;;2-s2.0-85153895954;urn:nbn:se:hb:diva-29377;;;"bibliometrics;Bourdieu;informetrics;quantitative science studies;scientometrics;sociology of science";Biblioteks- och informationsvetenskap (50805);Library and Information Science;;;"<p>This study is a critical review aimed at assessing the reception received in bibliometric research by the theories and concepts developed by the sociologist Pierre Bourdieu. The dataset consists of 182 documents, including original articles, editorial material, review articles, conference papers, monographs, and doctoral dissertations. A quantitative analysis was used to establish the authors and countries that most frequently make use of Bourdieu’s theories, as well as the most popular concepts, which were identified as “field”, followed by “symbolic capital” and “social capital.” Then, the article discusses the impact of Bourdieusian key concepts such as “field.” Among the findings, the following are noteworthy: the integration of his field theory into pre-existing bibliometric conceptualizations of research fields, especially when power relations are problematized; the use of the “symbolic capital” in connection with citation analysis and altmetrics; and greater interest for Bourdieu’s theories compared to his methods, although some sources have used Bourdieu’s preferred statistical method, correspondence analysis. Moreover, Bourdieu’s theoretical impact is noticeable in research on journals, university rankings, early career researchers, and gender. The paper’s conclusions point to future research paths based on concepts less used in the bibliometric literature, such as ‘delegation.’</p>";;;;;;;;;;;;;2023-01-31;2023-01-31;2024-02-01;;;1;;deprecated;;;;;;TRUE;TRUE;;
1635081;"Nonthacumjane, Pussadee [puno] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]);Nolin, Jan [jan] [0000-0001-9228-9179] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])";Four typologies for understanding local information;Artikel i tidskrift;Refereegranskat;eng;Global Knowledge, Memory and Communication;2514-9342;;published;72;05-Apr;;376;390;2023;;;;Emerald Group Holdings Ltd.;;;;;;;10.1108/GKMC-05-2021-0083;000748723800001;;2-s2.0-85123126615;urn:nbn:se:hb:diva-27442;;;"Concept of local information;Cultural heritage;Information management;Intangible cultural heritage;Situated local information;Tangible cultural heritage;Thailand;Typologies of information";Kulturstudier (60502);Library and Information Science;;;<p>Purpose: This study aims to propose the four different typologies for understanding local information. Design/methodology/approach: This study applied a conceptual approach to analyze and clarify how the concept local information can be understood in wildly different ways. Furthermore, this study employed conceptual analysis of 36 studies. For the conceptual analysis, coding was applied to formulate and abstract four typologies for understanding local information with specific focus on the Thai cultural heritage setting. Findings: The four different typologies include local information as an array of different interpretations as diverse meanings of local, local information as cultural heritage, local information as subject of information management and situated local information. Research limitations/implications: This study mainly focuses relevant typologies for understanding local information in the Thai context. Originality/value: This study contributes and extends the literature in the local information field and the cultural heritage context. In addition, an eclectic strategy of using several alternative typologies for dealing with essentially contested concepts is suggested. This can be useful not only for supporting librarians working with local information but also in other practices dealing with broadly defined concepts. © 2021, Pussadee Nonthacumjane and Jan Michael Nolin.</p>;;;;;;;;;;;;;2022-02-04;2022-02-04;2024-01-16;https://hb.diva-portal.org/smash/get/diva2:1635081/FULLTEXT01.pdf;;2;;deprecated;;;;;;FALSE;TRUE;;
1815625;"Zwierewicz, Marlene [0000-0002-5840-1136] (Universidade Alto Vale do Rio do Peixe );Machado dos Santos, Adelcio [0000-0003-3916-972X] (Universidade Alto Vale do Rio do Peixe);Pereira Vieira de Liz, Cristina [0000-0003-1334-3363] (Rede Municipal de Ensino de Massaranduba );Garrote Jurado, Ramón [RAG] [0000-0002-3971-9894] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])";From teacher education to knowledge in pedagogical practice : A commitment towards the context and to the sustainable development goals;Artikel i tidskrift;Refereegranskat;eng;Revista Ibero-Americana de Estudos em Educação, Araraquara, Brasil;1982-5587;;published;18;00;;;;2023;;;Araraquara;;;;;;https://periodicos.fclar.unesp.br/iberoamericana/article/view/17767;;10.21723/riaee.v18i00.17767;001111415600001;;;urn:nbn:se:hb:diva-30939;;;Teacher education. Pedagogical practice. Relevant knowledge. Context. Sustainable Development Goals (SDG);Pedagogik (50301);Teacher Education and Education Work;;;"<p>The purpose of this study is to map evidence of relevant knowledge being appreciated in stricto sensu graduate research which bind teacher education to pedagogical practice. It is a review study which prioritizes a bibliographical review and a qualitative approach utilizing the descriptors “teacher education”, “pedagogical practice”, and “relevant knowledge” when selecting studies available in the Catalogue of Thesis and Dissertations of CAPES. The results denote special attention to relevant knowledge manifested in meeting local demands while teacher education is still in progress. Some proximity is also observed in part of the researches with global demands, even though this is not clearly indicated in the studies. However, there are no references to the Sustainable Development Goals in the studies we have analyzed, which confirms an issue to be addressed in the policies intended for teacher education in the Brazilian context, because these goals express planetary needs which no longer can be disregarded in the pedagogical practice.</p>;<p>Este estudio tiene como objetivo mapear la evidencia de la valoración del conocimiento pertinente en la investigación de posgrado stricto sensu que vincula la formación docente con la práctica pedagógica. Se trata de un estudio de revisión que prioriza la investigación bibliográfica y el abordaje cualitativo, en el que se utilizaron los descriptores ""formación docente"", ""práctica pedagógica"" y ""conocimiento pertinente"" en la selección de estudios disponibles en el Catálogo de Tesis y Disertaciones de la CAPES. Los resultados denotan especial atención a los conocimientos pertinentes expresados en la preocupación por satisfacer las demandas locales incluso durante la formación docente. También existe cierta proximidad de parte de la investigación a las demandas globales, aunque esto no se afirma explícitamente en los estudios. Sin embargo, no hay referencia a los Objetivos de Desarrollo Sostenible en los estudios analizados, lo que confirma una cuestión a ser abordada en las políticas de formación docente en el contexto brasileño, porque estas metas expresan necesidades planetarias que ya no pueden ser ignoradas en la práctica pedagógica.</p>;<p>Este estudo tem como objetivo mapear evidências de valorização do conhecimento pertinente em pesquisas de pós-graduação stricto sensu que vinculam a formação docente à prática pedagógica. Trata-se de um estudo de revisão que prioriza a pesquisa bibliográfica e a abordagem qualitativa, no qual foram utilizados os descritores “formação docente”, “prática pedagógica” e “conhecimento pertinente” na seleção de estudos disponibilizados no Catálogo de Teses e Dissertações da CAPES. Os resultados denotam especial atenção com conhecimentos pertinentes expressados na preocupação com o atendimento a demandas locais ainda durante as formações docentes. Observa-se também alguma proximidade de parte das pesquisas com demandas globais, ainda que isso não seja declarado explicitamente nos estudos. Contudo, não há referência aos Objetivos de Desenvolvimento Sustentável nas pesquisas analisadas, confirmando uma questão a ser abordada nas políticas de formação docente no contexto brasileiro, porque esses objetivos expressam necessidades planetárias que não podem mais ser desconsideradas na prática pedagógica.</p>";;;;;;;;;;;;;2023-11-29;2023-11-29;2024-02-01;https://hb.diva-portal.org/smash/get/diva2:1815625/FULLTEXT01.pdf;;4;;deprecated;;;;;e023106;TRUE;TRUE;;
1822041;Peterson, Carina [CAPE] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]);Förskollärares balansgång mellan att undervisa ett kunskapsinnehåll och att tillvarata barns intresse;Artikel i tidskrift;Refereegranskat;swe;Paideia;1904-9633;;published;25;;;48;57;2023;;;;;;;;;https://tidsskrift.dk/Paideia/article/view/144046;;;;;;urn:nbn:se:hb:diva-31062;;;;Pedagogik (50301);Teacher Education and Education Work;;;<p>Införandet av undervisningsbegreppet i förskolans läroplan har inneburit att förskollärare fått tolka och finna former för hur undervisning i förskolan ska realiseras. En tidigare utgångspunkt i tillvaratagande av barns intresse i samband med undervisning har nu delvis utmanats. Barns intresse är fortfarande närvarande i samband med undervisning men där riktande av barns intresse mot ett kunskapsinnehåll framstår som lika viktigt som att följa barns intresse för detsamma. I artikeln visas hur förskollärare balanserar mellan de båda tillvägagångssätten i temaarbete på en förskola. Stort fokus får tillvaratagande av barns intresse och utformning av varierande undervisningsaktiviteter där barn får skilda upplevelser. Kunskapsinnehållet i sig tenderar dock att hamnai bakgrunden.</p>;;;;;;;;;;;;;2023-12-21;2023-12-21;2024-06-19;https://hb.diva-portal.org/smash/get/diva2:1822041/FULLTEXT01.pdf;;1;;deprecated;;;;;;TRUE;TRUE;;
1738950;"Haider, Jutta [juha] [0000-0002-8293-8208] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (Swedish School of Library and Information Science, University of Borås, Boras, Sweden) (Informationspraktier och digitala kulturer);Rödl, Malte (Division of Environmental Communication, Department of Urban and Rural Development, Swedish University of Agricultural Sciences, Uppsala, Sweden)";Google Search and the creation of ignorance: The case of the climate crisis;Artikel i tidskrift;Refereegranskat;eng;Big Data and Society;;2053-9517;published;10;1;;;;2023;;;;;;;;;;;10.1177/20539517231158997;000950637900001;;2-s2.0-85150046024;urn:nbn:se:hb:diva-29467;;;;Biblioteks- och informationsvetenskap (50805);Library and Information Science;;;"<p>The article examines the relationship between commercial search engines, using Google Search as an example, and various forms of ignorance related to climate change. It draws on concepts from the field of agnotology to explore how environmental ignorances, and specifically related to the climate crisis, are shaped at the intersection of the logics of Google Search, everyday life and civil society/politics. Ignorance refers to a multi-facetted understanding of the culturally contingent ways in which something may not be known. Two research questions are addressed: How are environmental ignorances, and in particular related to the climate crisis, shaped at the intersection of the logics of Google Search, everyday life and civil society/politics? In what ways can we conceptualise Google's role as configured into the creation of ignorances? The argument is made through four vignettes, each of which explores and illustrates how Google Search is configured into a different kind of socially produced ignorance: (1) Ignorance through information avoidance: climate anxiety; (2) Ignorance through selective choice: gaming search terms; (3) Ignorance by design: algorithmically embodied emissions; (4) Ignorance through query suggestions: directing people to data voids. The article shows that while Google Search and its underlying algorithmic and commercial logic pre-figure these ignorances, they are also co-created and co-maintained by content producers, users and other human and non-human actors, as Google Search has become integral of social practices and ideas about them. The conclusion draws attention to a new logic of ignorance that is emerging in conjunction with a new knowledge logic. </p>";;;;;;;;;;;;;2023-02-23;2023-02-23;2024-04-30;https://hb.diva-portal.org/smash/get/diva2:1738950/FULLTEXT01.pdf;Mistra - Stiftelsen för miljöstrategisk forskning [MISTRA Environmental Communication];2;;deprecated;;;;;2,05395E+14;TRUE;TRUE;Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.;
1787840;"Höglander, Jessica (School of Health, Care and Social Welfare, Mälardalen University, Västerås, Sweden);Holmström, Inger K. (School of Health, Care and Social Welfare, Mälardalen University, Västerås, Sweden; Department of Public Health and Caring Sciences, Uppsala University, Uppsala, Sweden);Gustafsson, Tanja [tagu] [000-0002-8379-7910] (Högskolan i Borås [16300], Akademin för vård, arbetsliv och välfärd [17051]);Lindberg, Elisabeth [elg] [0000-0001-7488-4038] (Högskolan i Borås [16300], Akademin för vård, arbetsliv och välfärd [17051]);Maurin Söderholm, Hanna [HAM] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (Högskolan i Borås [16300], Akademin för vård, arbetsliv och välfärd [17051]);Hedén, Lena [lehe] [0000-0001-7067-2687] (Högskolan i Borås [16300], Akademin för vård, arbetsliv och välfärd [17051]);von Heideken Wågert, Petra (School of Health, Care and Social Welfare, Mälardalen University, Västerås, Sweden);Sundler, Annelie Johansson [AEJO] [0000-0002-9194-3244] (Högskolan i Borås [16300], Akademin för vård, arbetsliv och välfärd [17051])";Implementing A person-centred CommunicaTION (ACTION) educational intervention for in-home nursing assistants – a study protocol;Artikel i tidskrift;Refereegranskat;eng;BMC Geriatrics;;1471-2318;published;23;1;;;;2023;;;;BioMed Central (BMC);;;;;;;10.1186/s12877-023-03831-3;000940262500001;;2-s2.0-85148998872;urn:nbn:se:hb:diva-30273;;;"Competence development;Education intervention;Home care;Nursing assistants;Older persons;Person-centred communication;Study protocol;Aged;Aged;80 and over;Case-Control Studies;Communication;Empathy;Home Care Services;Humans;article;audio recording;case control study;communication skill;controlled study;education;female;human;human experiment;interview;job satisfaction;male;multicenter study;nursing assistant;qualitative analysis;questionnaire;self concept;Sweden;interpersonal communication;very elderly";Omvårdnad (30305);"The Human Perspective in Care;The Human Perspective in Care";;;<p>Background: In this study, the focus is on how to support the competence development needed for nursing assistants in home care. Home care services for older persons can be challenging concerning the nature of the interpersonal interaction and communication needed to care for and respond to the diverse needs of older people who seek to live well in our communities. This implies a need to offer more person-centred care (PCC) to older persons. However, there is a lack of knowledge on how to develop such competence. We, therefore, developed A Person-centred CommunicaTION (ACTION) programme, which is a web-based educational intervention aimed at supporting competence development for nursing assistants. The research objective is to evaluate the ACTION programme with respect to participants’ responses to and the effect of the intervention. Methods: A multicentre case–control study with pre- and post-assessments was designed. The ACTION programme will be implemented at home care units, in two different geographic areas in Sweden. A total of 300 nursing assistants will be recruited: 150 for the intervention group and 150 for the control group. We will evaluate the impact measures and the process. Pre- and post-assessments will be performed with data collected via a) audio recordings of communication, b) a questionnaire on self-efficacy communication skills, PCC, empathy and job satisfaction, c) user data, evaluation forms, field notes and observations, and d) interviews. The data will be analysed with descriptive and analytic statistics and/or qualitative methods for meanings. Discussion: This study has the potential to contribute to the evidence supporting competence development required to offer person-centred and quality home care to older persons and to meet upcoming needs for flexible and easily accessible competence development. Trial registration: ISRCTN64890826. Registered 10 January 2022, https://www.isrctn.com/ISRCTN64890826 </p>;;;;;;;;;;;;;2023-08-15;2023-08-15;2024-07-04;https://hb.diva-portal.org/smash/get/diva2:1787840/FULLTEXT01.pdf;;8;;deprecated;;;;;112;TRUE;TRUE;;
1787844;"Buskqvist, Ulf (a Faculty of Arts and Social Studies, Department of Educational Studies, Karlstad University, Karlstad, Sweden);Johansson, Emelie (a Faculty of Arts and Social Studies, Department of Educational Studies, Karlstad University, Karlstad, Sweden);Hermansson, Carina [crhe] [0000-0002-7357-0122] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052])";Inbetween Literacy Desirings and Following Commands : Rethinking Digitalization in Swedish Early Childhood Education;Artikel i tidskrift;Refereegranskat;eng;Nordic Journal of Studies in Educational Policy;2002-0317;;published;9;2;;210;220;2023;;;;Taylor & Francis;;;;;;;10.1080/20020317.2023.2229021;;;2-s2.0-85162944209;urn:nbn:se:hb:diva-30266;;;"digitalization;early childhood education;literacy;policy enactment;socio-spatiality";Pedagogik (50301);;;;<p>This article is an empirically grounded contribution to the understanding of how digitalization in education is interpreted and made into being by actors in everyday lives, in this case children and teachers in Swedish early childhood education. The focus is on interactions in an early childhood classroom upon and around a digital interactive floor setting. Drawing on the theoretical concept of socio-spatiality, this literacy event is understood as an enactment of policy where both teacher and children become actors and subjects. Using observations and video recordings as a methodological approach, the study shows how the literacy event in the digital setting is enacted and constituted as a relational process between literacy desirings and education policy regarding digitalization. The authors suggest that engaging with both children’s processes of literacy desirings and educational commands in ECE digital activities serves as a productive way to investigate how digitalization is enacted in contemporary ECE. </p>;;;;;;;;;;;;;2023-08-15;2023-08-15;2024-02-01;https://hb.diva-portal.org/smash/get/diva2:1787844/FULLTEXT01.pdf;;3;;deprecated;;;;;;TRUE;TRUE;;
1792248;"Andersson, Marica (Department of Biological and Environmental Sciences, University of Gothenburg, Gothenburg, Sweden);Svensson, Ola [olsv] [0000-0003-3752-3131] (Högskolan i Borås [16300], Akademin för bibliotek, information, pedagogik och IT [17052]) (The Linnaeus Centre for Marine Evolutionary Biology, University of Gothenburg, Gothenburg, Sweden) (SONOMA);Swartz, Terese (Universeum, Gothenburg, Sweden);Manera, Jack L. (School of Biological Sciences, Monash University, Melbourne, Victoria, Australia);Bertram, Michael G. (School of Biological Sciences, Monash University, Melbourne, Victoria, Australia; Department of Wildlife, Fish, and Environmental Studies, Swedish University of Agricultural Sciences, Umeå, Sweden; Department of Zoology, Stockholm University, Stockholm, Sweden);Blom, Eva-Lotta (Department of Wildlife, Fish, and Environmental Studies, Swedish University of Agricultural Sciences, Umeå, Sweden)";Increased noise levels cause behavioural and distributional changes in Atlantic cod and saithe in a large public aquarium—A case study;Artikel i tidskrift;Refereegranskat;eng;Aquaculture, Fish and Fisheries;2693-8847;;aheadofprint;;;;;;2023;;;;John Wiley & Sons;;;;;;;10.1002/aff2.128;001126172700005;;;urn:nbn:se:hb:diva-30387;;;"anthropogenic effects;behavioural ecology;fish";"Zoologi (10608);Ekologi (10611)";Teacher Education and Education Work;;;<p>Abstract Investigating the effects of underwater noise on aquatic animals is a research field that is receiving rapidly increasing attention. Despite this, surprisingly few studies have addressed the potential impacts of noise in a marine animal husbandry setting. In this regard, the behaviour of fish in public aquariums can be used as an indicator of well-being, and noise is known to cause behavioural changes. This case study investigates the behaviour of cod (Gadus morhua) and saithe (Pollachius virens) in a large public aquarium when exposed to increased noise levels originating from an aquarium renovation carried out by construction divers. Swimming behaviour, group formation and vertical distribution, along with yawning and scratching frequencies of the fish, were analysed from video recordings made before, during and after the exposure to increased noise levels. The same parameters were also analysed to evaluate potential effects of the presence of divers when not making renovation noise, compared to fish behaviour prior to the renovation. There was a slight change in the depth distribution of both species and a decrease in the number of scratches in cod due to the presence of divers that were not making renovation noise. In the presence of construction noises in the tank, however, both cod and saithe showed a wider array of behavioural changes, including increased swimming speed, changes in depth distribution and increased yawning frequencies. The results from this case study demonstrate that an underwater renovation with increased noise levels impacts fish behaviour and suggests that underwater noise should be considered during the management of aquatic environments, including public aquaria.</p>;;;;;;;;;;;;;2023-08-29;2023-08-29;2024-02-01;https://hb.diva-portal.org/smash/get/diva2:1792248/FULLTEXT01.pdf;;6;;deprecated;;;;;;TRUE;TRUE;Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.;
